19	1.72	2.50	2.93	3	2	37.74	170.10	0.94	13	0.14	2.990594	# LS tree differs in height | LS tree intersects ground |
9	4.66	-0.74	4.36	3	2	25.69	123.33	0.82	10	0.21	1.995677	# LS tree differs in height | 
8	-2.42	1.38	4.83	3	2	39.00	193.43	0.97	10	1.26	1.961971	# LS tree intersects ground |
8	-3.40	2.54	4.82	2	3	20.90	146.30	0.22	10	1.03	0.974060	# 
7	4.12	-0.92	4.95	2	3	31.38	132.94	0.77	18	0.29	1.992218	# LS tree differs in height | 
8	-2.35	3.38	3.17	2	3	37.00	73.85	0.12	12	1.31	1.925182	# LS tree intersects ground |
18	-1.11	1.05	5.96	2	3	26.92	75.28	0.61	12	1.17	1.994442	# LS tree differs in height | 
12	-1.61	-1.38	3.70	3	2	31.68	134.68	0.66	11	0.74	0.961954	# 
8	-3.72	3.98	2.08	2	3	22.29	136.74	0.23	10	0.17	1.996974	# LS tree differs in height | 
5	1.14	3.72	5.84	2	3	30.39	144.72	0.84	11	1.02	1.993083	# LS tree differs in height | 
9	-1.50	-0.10	4.73	2	3	20.30	81.40	0.66	11	0.62	0.980977	# 
5	-2.48	1.41	5.52	2	2	38.67	187.64	0.28	15	0.34	1.995677	# LS tree differs in height | 
6	0.92	3.69	3.00	2	2	20.79	197.40	0.27	19	0.66	0.980545	# 
5	-0.79	-2.31	4.70	3	3	26.26	163.13	0.81	15	1.25	0.982706	# 
10	-2.73	-2.12	5.73	3	3	35.91	190.32	0.56	11	0.13	1.997838	# LS tree differs in height | 
10	2.94	-2.02	2.30	2	2	38.70	83.66	0.44	15	0.67	1.969749	# LS tree intersects ground |
8	-3.52	3.38	5.22	2	2	35.54	94.26	0.86	19	0.58	1.988457	# LS tree intersects ground |
8	-0.25	-4.68	3.56	3	3	27.78	96.66	0.54	11	1.76	1.732906	# LS tree intersects ground |
8	-2.55	-4.01	2.25	2	2	35.50	125.80	0.67	16	1.85	2.875214	# LS tree differs in height | LS tree intersects ground |
8	2.77	4.10	5.47	2	2	37.59	69.80	0.18	10	1.99	1.980769	# LS tree intersects ground |
7	-4.24	-1.56	5.29	3	2	29.54	173.29	0.43	19	1.58	1.878632	# LS tree differs in height | 
11	-4.48	-2.57	5.76	3	2	21.69	130.79	0.34	12	1.20	0.566667	# 
7	-4.26	4.58	5.63	3	2	27.83	84.29	0.72	19	0.24	1.995244	# LS tree differs in height | 
11	-4.23	-4.91	5.30	2	2	29.02	198.74	0.27	15	1.16	2.690598	# LS tree differs in height | LS tree intersects ground |
17	-4.32	-0.35	3.48	3	2	29.62	98.15	0.83	16	0.49	0.992732	# 
8	3.71	0.52	5.96	2	3	21.94	189.19	0.11	15	1.50	0.627350	# 
7	-0.80	-4.63	2.15	2	3	21.92	69.77	0.49	17	1.42	1.899573	# LS tree intersects ground |
7	-2.37	3.27	5.31	3	2	23.92	83.43	0.97	13	0.86	0.989192	# 
7	2.72	2.78	3.72	2	3	33.76	150.36	0.68	13	0.92	1.975357	# LS tree intersects ground |
5	-1.50	-0.20	5.13	2	2	23.22	153.13	0.95	11	1.96	0.977086	# 
9	-4.99	-0.10	5.83	2	3	21.55	196.88	0.57	13	0.20	1.995677	# LS tree differs in height | 
11	-0.20	-3.81	2.10	3	2	23.97	69.23	0.21	15	0.34	1.996974	# LS tree differs in height | 
5	-0.39	-2.86	2.26	3	2	26.52	147.94	0.86	12	0.53	1.992218	# LS tree differs in height | 
14	4.26	-1.74	4.67	2	2	29.64	96.09	0.85	19	0.13	1.994380	# LS tree differs in height | 
15	-3.71	-3.60	2.36	3	2	25.08	173.58	0.83	15	0.15	1.990921	# LS tree differs in height | 
15	1.74	0.48	2.82	2	2	27.01	73.12	0.14	17	0.22	2.986597	# LS tree differs in height | LS tree intersects ground |
19	3.46	-2.94	5.59	3	2	26.11	114.84	0.49	13	0.43	0.993947	# 
11	2.18	-3.27	3.32	3	3	26.11	166.42	0.29	12	0.50	0.977951	# 
